151.973	199.906
154.065	192.683
156.156	186.821
158.247	187.744
160.337	186.302
162.426	182.719
164.514	179.173
166.602	176.021
168.689	173.45
170.776	171.314
172.861	169.545
174.946	168.307
177.03	168.464
179.114	169.173
181.197	170.453
183.279	171.012
185.36	170.637
187.441	173.734
189.521	176.629
191.6	178.979
193.679	180.707
195.757	181.616
197.834	182.056
199.911	181.259
201.987	179.985
204.062	178.191
206.136	176.018
208.21	173.485
210.283	176.85
212.356	179.102
214.428	178.392
216.499	176.096
218.569	173.186
220.639	171.009
222.708	169.231
224.776	167.603
226.844	168.897
228.911	168.136
230.977	168.027
233.043	167.106
235.108	165.875
237.172	163.728
239.236	159.929
241.298	156.4
243.36	151.613
245.421	146.925
247.482	142.089
249.542	139.745
251.602	136.323
253.661	135.809
255.719	136.202
257.776	136.577
259.832	137.74
261.888	136.908
263.944	135.422
265.998	133.393
268.052	131.208
270.106	129.042
272.158	128.788
274.21	129.864
276.261	130.944
278.312	131.421
280.362	131.174
282.41	129.018
284.459	125.742
286.507	124.088
288.554	123.263
290.601	123.268
292.646	124.554
294.691	125.479
296.736	125.707
298.78	124.493
300.822	121.969
302.865	118.827
304.907	117.068
306.948	116.816
308.988	117.929
311.027	119.367
313.067	121.271
315.105	124.104
317.142	124.496
319.18	123.008
321.216	120.763
323.251	118.89
325.286	117.037
327.321	118.3
329.354	120.759
331.387	122.072
333.42	121.764
335.451	119.822
337.482	117.636
339.513	116.584
341.542	117.444
343.571	115.841
345.599	114.092
347.626	112.813
349.654	113.337
351.68	113.341
353.705	112.378
355.731	110.965
357.754	109.456
359.778	108.838
361.802	108.963
363.823	109.285
365.845	108.698
367.866	107.82
369.886	106.836
371.906	106.009
373.925	105.438
375.943	105.501
377.96	106.323
379.978	107.997
381.993	110.176
384.01	112.545
386.024	115.01
388.039	116.13
390.052	116.795
392.065	117.213
394.077	117.082
396.089	117.766
398.1	119.004
400.11	120.825
402.12	122.505
404.129	124.468
406.137	126.96
408.145	126.484
410.152	122.559
412.159	115.874
414.164	108.885
416.169	106.195
418.173	106.724
420.177	111.806
422.18	113.536
424.182	114.215
426.185	113.786
428.185	113.219
430.186	111.692
432.186	109.973
434.184	108.592
436.184	107.599
438.181	107.094
440.179	106.979
442.175	107.164
444.17	107.519
446.166	107.643
448.16	107.404
450.154	106.501
452.148	105.498
454.14	103.349
456.132	101.146
458.124	99.9408
460.114	100.336
462.104	103.041
464.094	104.064
466.082	103.735
468.07	104.165
470.058	105.151
472.044	106.206
474.03	105.576
476.015	104.433
478.001	104.392
479.985	102.197
481.968	100.203
483.952	98.4372
485.934	97.6502
487.915	97.4839
489.896	97.5363
491.876	97.8356
493.856	98.5368
495.835	98.7348
497.813	97.3332
499.79	95.366
501.768	96.9861
503.744	95.744
505.72	91.8352
507.695	95.4931
509.669	97.6464
511.644	99.4776
513.617	98.1663
