151.973	176.608
154.065	156.805
156.156	155.088
158.247	153.647
160.337	148.549
162.426	144.796
164.514	143.697
166.602	140.883
168.689	139.336
170.776	137.094
172.861	134.401
174.946	131.462
177.03	126.399
179.114	121.448
181.197	117.028
183.279	113.659
185.36	111.442
187.441	110.284
189.521	111.635
191.6	112.81
193.679	116.194
195.757	120.023
197.834	123.738
199.911	127.064
201.987	129.923
204.062	131.854
206.136	133.231
208.21	134.139
210.283	134.787
212.356	135.117
214.428	135.439
216.499	137.225
218.569	137.385
220.639	135.973
222.708	133.074
224.776	128.401
226.844	122.111
228.911	113.433
230.977	104.188
233.043	95.1964
235.108	86.4897
237.172	78.2764
239.236	70.4352
241.298	63.01
243.36	56.048
245.421	49.565
247.482	44.6793
249.542	47.9965
251.602	51.1515
253.661	39.3065
255.719	34.0576
257.776	34.9137
259.832	34.6707
261.888	35.3135
263.944	35.5719
265.998	35.1854
268.052	34.5083
270.106	31.8837
272.158	35.407
274.21	36.5018
276.261	39.3737
278.312	31.1506
280.362	30.1243
282.41	28.8625
284.459	29.7255
286.507	30.137
288.554	30.5254
290.601	28.6436
292.646	26.9133
294.691	25.3892
296.736	24.1534
298.78	23.1822
300.822	22.662
302.865	22.6749
304.907	22.8252
306.948	23.3256
308.988	24.2744
311.027	24.8478
313.067	24.861
315.105	24.7961
317.142	23.9841
319.18	23.703
321.216	23.7017
323.251	24.548
325.286	25.448
327.321	26.2653
329.354	26.9266
331.387	27.3304
333.42	27.6007
335.451	27.7694
337.482	27.5727
339.513	27.1331
341.542	26.2982
343.571	23.7043
345.599	33.4607
347.626	25.0824
349.654	24.0969
351.68	24.2964
353.705	25.1433
355.731	25.7042
357.754	25.7834
359.778	25.836
361.802	25.6768
363.823	25.5581
365.845	25.5628
367.866	25.7087
369.886	26.0451
371.906	26.6036
373.925	27.2806
375.943	28.0653
377.96	28.8333
379.978	29.5758
381.993	30.2567
384.01	30.8573
386.024	31.3955
388.039	31.8119
390.052	32.4208
392.065	33.4763
394.077	35.2283
396.089	35.3375
398.1	42.8683
400.11	45.3407
402.12	45.1536
404.129	42.7527
406.137	40.8896
408.145	40.3958
410.152	39.6432
412.159	38.7342
414.164	37.5777
416.169	36.1135
418.173	34.386
420.177	31.9828
422.18	29.6504
424.182	28.0515
426.185	26.8134
428.185	26.0554
430.186	25.8136
432.186	26.5426
434.184	27.5782
436.184	26.7892
438.181	25.7999
440.179	24.0561
442.175	22.6227
444.17	21.7701
446.166	21.4207
448.16	21.5767
450.154	22.1534
452.148	23.018
454.14	22.7574
456.132	21.901
458.124	20.9961
460.114	19.9208
462.104	19.1044
464.094	18.6761
466.082	18.7169
468.07	19.3468
470.058	20.4446
472.044	20.7884
474.03	20.7644
476.015	20.0958
478.001	19.3972
479.985	18.8609
481.968	18.47
483.952	18.6364
485.934	18.7285
487.915	18.9972
489.896	18.9581
491.876	18.3976
493.856	17.7097
495.835	17.1072
497.813	16.5904
499.79	16.2358
501.768	15.9793
503.744	15.8852
505.72	15.8769
507.695	15.935
509.669	15.9835
511.644	16.812
513.617	18.296
515.589	19.9693
517.561	21.9128
519.532	24.2795
521.503	24.7995
523.473	25.472
525.443	26.006
527.411	26.371
529.379	26.4938
531.346	26.3601
533.313	26.0038
535.279	25.3761
537.245	24.5825
539.209	25.2091
541.174	25.5783
543.138	25.8751
545.101	26.1043
547.063	26.5183
549.025	26.5851
550.986	26.3965
552.946	25.9645
554.906	25.24
556.865	24.6759
558.823	24.2232
560.781	23.8088
562.738	23.3628
564.695	23.3163
566.651	23.2899
568.606	23.1844
570.561	22.9492
572.515	22.4216
574.468	21.1203
576.421	20.1158
578.373	19.7105
580.325	19.4882
582.276	19.4361
584.226	19.491
586.176	19.6174
588.125	19.8495
590.073	20.0978
592.021	20.3117
593.968	20.3749
595.915	20.4431
597.861	20.5476
599.806	20.7035
601.75	21.6906
603.695	23.2578
605.638	26.2978
607.58	26.7593
609.522	38.8412
611.464	52.7984
613.405	69.6014
615.345	80.8206
617.285	87.7148
619.224	87.72
621.162	81.6515
623.1	49.5863
625.036	41.1708
626.973	35.9775
628.909	31.65
630.844	27.9213
632.779	24.7799
634.713	22.0768
636.646	19.9474
638.579	18.6586
640.511	18.2845
642.442	18.3814
644.373	18.7465
646.303	19.1357
648.233	18.859
650.162	17.8636
652.091	16.4975
654.018	16.1402
655.945	16.311
657.872	17.0102
659.798	17.5829
661.722	18.0395
663.647	18.3649
665.572	18.5618
667.495	18.6301
669.417	18.5734
671.34	18.3694
673.262	18.0863
675.182	17.6191
677.103	17.039
679.023	16.2857
680.942	16.0449
682.86	16.0571
684.778	16.5247
686.695	17.1352
688.611	18.0604
690.528	19.7092
692.443	19.5644
694.358	19.1462
696.272	18.5014
698.185	17.6748
700.098	16.6844
702.011	15.6384
703.922	17.1876
705.834	18.1196
707.744	18.7921
709.654	18.0458
711.564	17.4002
713.472	16.9198
715.38	18.2888
717.287	19.4648
719.194	20.1146
721.101	20.4896
723.006	20.9383
724.911	21.629
726.815	22.6001
728.719	23.8548
730.622	26.066
732.525	28.1654
734.427	31.1738
736.328	34.7289
738.229	37.3735
740.129	38.434
742.028	39.4711
743.928	40.3916
745.826	41.2927
747.724	41.8602
749.62	43.4405
751.517	44.7728
753.413	46.1535
755.309	47.5646
757.203	47.7503
759.097	47.3725
760.991	47.0018
762.883	46.7785
764.776	46.6659
766.667	46.6636
768.559	46.9271
770.449	47.0982
772.338	47.2094
774.228	47.4958
776.116	48.1274
778.005	50.1272
779.892	53.8763
781.779	57.7622
783.665	62.5748
785.551	66.6935
787.435	72.0366
789.32	75.255
791.204	75.5777
793.087	74.0092
794.97	70.7635
796.852	65.7584
798.733	59.9383
800.614	54.5418
802.494	48.4834
804.374	43.6942
806.253	39.8939
